Event,Site,Date,Round,White,Black,Result,CurrentPosition,Timezone,ECO,ECOUrl,UTCDate,UTCTime,WhiteElo,BlackElo,TimeControl,Termination,StartTime,EndDate,EndTime,Link,Moves
Live Chess,Chess.com,2023.01.04,-,jefferyx,MagnusCarlsen,0-1,4r1k1/p2b1p1p/2pb4/Q2p2p1/3P4/5P1P/PP2B1q1/R2RK3 w - -,UTC,C01,https://www.chess.com/openings/French-Defense-Exchange-Variation...4.Nf3-Bd6-5.c4-Nf6,2023.01.04,20:46:33,2966,3135,180,MagnusCarlsen won by resignation,20:46:33,2023.01.04,20:51:58,https://www.chess.com/game/live/66604286379,e4 e6 d4 d5 exd5 exd5 Nf3 Bd6 c4 Nf6 c5 Be7 Qa4+ Nc6 Ne5 O-O Nxc6 bxc6 Be2 Bd7 O-O Ne4 Qa5 Bf6 Rd1 Re8 Bf1 Bg4 f3 Bh4 Bf4 Bf2+ Kh1 Qh4 Qxc7 g5 Bd6 Rac8 Qa5 Nxd6 cxd6 Bg3 h3 Bd7 Nc3 Bxd6 Ne2 Rxe2 Bxe2 Qg3 Kg1 Qh2+ Kf2 Re8 Ke1 Qxg2
Live Chess,Chess.com,2023.01.04,-,MagnusCarlsen,jefferyx,1-0,8/8/7P/p5p1/3kP3/1B6/P4PK1/1r6 b - -,UTC,A04,https://www.chess.com/openings/Reti-Opening-Sicilian-Invitation-2.g3-Nc6-3.Bg2-g6-4.c3,2023.01.04,20:52:00,3139,2962,180,MagnusCarlsen won by resignation,20:52:00,2023.01.04,20:57:00,https://www.chess.com/game/live/66604433535,Nf3 c5 g3 Nc6 Bg2 g6 c3 e5 d4 cxd4 cxd4 e4 Ne5 d5 Nc3 Bg7 O-O Nge7 Bf4 O-O Rc1 Be6 Na4 Nxe5 dxe5 Nc6 Nc5 Nxe5 Nxb7 Qb6 Nc5 Qxb2 Nxe6 fxe6 Bh3 Qb6 Qa4 Nc4 Rxc4 dxc4 Qxc4 Kh8 Qxe4 Rae8 Rd1 Rd8 Rxd8 Rxd8 Qxe6 Qxe6 Bxe6 Bd4 e3 Bc3 Bb3 Kg7 Kg2 h6 g4 Rd2 h4 Rb2 h5 gxh5 gxh5 a5 Bg3 Kf6 Bh4+ Kf5 Kf3 Bf6 e4+ Ke5 Bg3+ Kd4 Bf4 Bg5 Bxg5 hxg5 h6 Rb1 Kg2
Live Chess,Chess.com,2023.01.04,-,jefferyx,MagnusCarlsen,1-0,8/6p1/7p/7P/6K1/4k1P1/5q2/8 b - -,UTC,A00,https://www.chess.com/openings/Sodium-Attack-1...e5,2023.01.04,20:56:51,2974,3127,180,jefferyx won on time,20:56:51,2023.01.04,21:03:15,https://www.chess.com/game/live/66604897131,Na3 e5 e4 Nf6 Nf3 Nc6 Nc4 d5 exd5 Qxd5 Ne3 Qd6 d3 Be6 Be2 O-O-O Ng5 Nd4 O-O h6 Nxe6 Qxe6 Re1 Nxe2+ Qxe2 Bc5 h3 Rhe8 Nc4 e4 Be3 exd3 cxd3 Nd5 Rad1 Bb4 Rf1 Nxe3 Nxe3 Bc5 Rfe1 Kb8 Qf3 Qxa2 Nc4 Qb3 Rxe8 Rxe8 Na5 Qxb2 Qxf7 Rf8 Qd5 Qb6 Nc4 Bxf2+ Kh1 Qc6 Qxc6 bxc6 Na5 Bb6 Nxc6+ Kb7 Ne5 Rd8 Nc4 Rd5 g3 a5 Kg2 Kc6 Kf3 Kb5 Ke2 Bc5 Rb1+ Bb4 Rf1 Rd7 Rf5+ c5 Rf8 Re7+ Kd1 Ka4 Kc2 Re2+ Kd1 Rg2 Rf3 Kb3 Nb6 a4 d4+ Bc3 dxc5 a3 Nd5 a2 Rxc3+ Kb2 Rc1 Rg1+ Kd2 Rxc1 Nb4 a1=Q Nd3+ Kb3 Nxc1+ Kc4 Nd3 Qc3+ Ke2 Qxd3+ Kf2 Kxc5 Kg2 Kd4 Kh2 Qe3 h4 Ke4 Kh3 Qf3 h5 Ke3 Kh4 Qf2 Kg4
Live Chess,Chess.com,2023.01.04,-,MagnusCarlsen,jefferyx,1-0,4k2r/1R3p2/4n2p/3pP3/b2P3P/b2B1NR1/4QPPK/2q5 b k -,UTC,C11,https://www.chess.com/openings/French-Defense-Classical-Steinitz-Variation...5.Nce2-c5-6.c3-Nc6-7.Nf3,2023.01.04,21:03:18,3132,2969,180,MagnusCarlsen won by resignation,21:03:18,2023.01.04,21:07:42,https://www.chess.com/game/live/66605397879,d4 e6 e4 d5 Nc3 Nf6 e5 Nfd7 Nce2 c5 c3 Nc6 Nf3 Be7 a3 b5 h4 h6 Nf4 Qb6 Rh3 a5 Be3 b4 axb4 cxb4 c4 Qb7 cxd5 exd5 Rg3 Nd8 Rxg7 Nf8 Bd3 Nde6 Nxe6 Nxe6 Rg3 Bd7 b3 a4 bxa4 b3 Rb1 Bxa4 Kf1 b2 Qe2 Ba3 Kg1 Rc8 Kh2 Rc1 Bxc1 bxc1=Q Rxb7
Live Chess,Chess.com,2023.01.04,-,jefferyx,MagnusCarlsen,1/2-1/2,8/8/2k5/8/1K6/8/8/8 w - -,UTC,C00,https://www.chess.com/openings/French-Defense,2023.01.04,21:07:32,2972,3129,180,Game drawn by insufficient material,21:07:32,2023.01.04,21:13:05,https://www.chess.com/game/live/66605513691,e4 e6 Ke2 d5 d3 Ke7 Ke1 Ke8 Nf3 c5 Be2 Nc6 c3 Bd6 h4 Nf6 Qc2 Qc7 h5 h6 Nbd2 Bd7 Nf1 Ne5 Nxe5 Bxe5 Bf3 dxe4 dxe4 Bb5 Be2 Bc6 f3 Rd8 Be3 b6 a4 Ke7 Kf2 Bf4 g3 Bxe3+ Nxe3 Qe5 Nc4 Qg5 Qc1 Nxh5 Qxg5+ hxg5 a5 Nf6 axb6 Rxh1 Rxh1 axb6 Nxb6 g4 e5 Nd5 Nc4 gxf3 Bxf3 Rb8 Ra1 f6 Ra7+ Kf8 g4 Ne7 exf6 gxf6 Bxc6 Nxc6 Ra6 Ne5 Nxe5 Rxb2+ Ke3 fxe5 Rxe6 Rg2 Rxe5 Rxg4 Rxc5 Ke7 Rd5 Ke6 Rd8 Ke5 Kd3 Rh4 Kc2 Rh1 c4 Rh3 Kb2 Ke4 Rd7 Rf3 Kc2 Rg3 Rd1 Rh3 Rd6 Rg3 c5 Rg5 c6 Rc5+ Kb3 Ke5 Rh6 Kd5 Kb4 Rxc6 Rh5+ Kd6 Rh6+ Kc7 Rxc6+ Kxc6
Live Chess,Chess.com,2023.01.04,-,MagnusCarlsen,jefferyx,1-0,8/2R5/8/pk6/2p4P/3n4/P5P1/6K1 b - -,UTC,C36,https://www.chess.com/openings/Kings-Gambit-Accepted-Modern-Abbazia-Defense,2023.01.04,21:13:04,3134,2967,180,MagnusCarlsen won by resignation,21:13:04,2023.01.04,21:17:32,https://www.chess.com/game/live/66605655213,e4 e5 f4 d5 Nf3 exf4 exd5 Nf6 Be2 Nxd5 c4 Nf6 d4 Bb4+ Nc3 Ne4 O-O Bxc3 bxc3 Nxc3 Qe1 Nxe2+ Qxe2+ Qe7 Re1 Qxe2 Rxe2+ Kd8 Ng5 Bg4 Nxf7+ Kc8 Re4 Rg8 Bxf4 Nd7 Re7 a5 Rae1 b6 c5 bxc5 dxc5 Ra6 c6 Rxc6 Re8+ Rxe8 Rxe8+ Kb7 Nd8+ Kb6 Be3+ Rc5 Ne6 Bxe6 Rxe6+ Kb5 Bxc5 Nxc5 Re7 c6 Rxg7 Nd3 Rxh7 c5 h4 c4 Rc7
Live Chess,Chess.com,2023.01.04,-,jefferyx,MagnusCarlsen,0-1,2kr4/ppb2p2/qnp1p2B/3n4/2N1N3/1Q6/PP2PP2/2KR4 w - -,UTC,D02,https://www.chess.com/openings/Queens-Pawn-Opening-Anti-Torre-Attack-3.Ne5,2023.01.04,21:17:44,2963,3138,180,MagnusCarlsen won by resignation,21:17:44,2023.01.04,21:22:36,https://www.chess.com/game/live/66606108679,d4 d5 Nf3 Bg4 Ne5 Bh5 c4 dxc4 Nxc4 e6 Qb3 Qxd4 Be3 Qd5 Nc3 Qc6 Ne5 Qa6 g4 Bg6 Bg2 c6 h4 Bd6 Nc4 Be7 Ne5 Bd6 Nc4 Bc7 Be4 Nf6 Bxg6 hxg6 O-O-O Nbd7 h5 gxh5 gxh5 O-O-O h6 gxh6 Rxh6 Rxh6 Bxh6 Nd5 Ne4 N7b6
Live Chess,Chess.com,2023.01.04,-,MagnusCarlsen,jefferyx,1-0,1r4k1/4ppbp/1q1nb1p1/3p2N1/3P4/2PB3P/QP3PP1/2B1R1K1 b - -,UTC,B13,https://www.chess.com/openings/Caro-Kann-Defense-Exchange-Variation...4.Bd3-Nf6-5.h3-Nc6,2023.01.04,21:22:43,3142,2959,180,MagnusCarlsen won by resignation,21:22:43,2023.01.04,21:26:30,https://www.chess.com/game/live/66606242301,e4 c6 d4 d5 exd5 cxd5 Bd3 Nf6 h3 Nc6 Nf3 g6 O-O Bg7 Re1 Bf5 Bf1 O-O c3 a6 Nbd2 b5 a3 Na5 Nb3 Nxb3 Qxb3 Ne4 a4 bxa4 Rxa4 Qd6 Ra5 Be6 Qa2 Rfb8 Rxa6 Rxa6 Qxa6 Qc7 Bd3 Nd6 Qa2 Qb6 Ng5
Live Chess,Chess.com,2023.01.04,-,BuLolo,MagnusCarlsen,0-1,8/5p1k/N2p2p1/P2P4/4P3/2Q2P2/6qp/2K5 w - -,UTC,A43,https://www.chess.com/openings/Queens-Pawn-Opening-Benoni-Defense-5.e4-g6,2023.01.04,21:27:06,3004,3147,180,MagnusCarlsen won by resignation,21:27:06,2023.01.04,21:33:05,https://www.chess.com/game/live/66606694639,d4 e6 c4 c5 d5 exd5 cxd5 d6 e4 g6 Bd3 Bg7 h4 h5 Nc3 a6 a4 Nf6 f3 O-O Nge2 Nbd7 Bg5 Ne5 Bc2 Qb6 a5 Qc7 O-O Nh7 Bc1 Nc4 Qe1 Nxa5 b3 b5 Bd2 c4 b4 Nb3 Bxb3 cxb3 Rb1 Qc4 Nd1 Bd7 Ne3 Qd3 Nf4 Qd4 Rxb3 Rfc8 Kh1 Nf6 Ne2 Qb6 Qb1 Rc7 Rc1 Rac8 Rbc3 Rxc3 Rxc3 Rxc3 Nxc3 Qd4 Nf1 Bc8 Ne2 Qc4 Qe1 Nd7 Ne3 Qd3 Nf4 Qd4 Ne2 Qf6 Bc3 Qe7 Bxg7 Kxg7 Nd4 Ne5 Nc6 Qf6 Nxe5 Qxe5 Kg1 Qd4 Kf2 a5 bxa5 b4 Qd1 Qf6 Qb3 Qxh4+ Ke2 Ba6+ Kd1 Qf2 Nc2 Qf1+ Kd2 Qxg2+ Kc1 h4 Nxb4 h3 Nxa6 h2 Qc3+ Kh7
Live Chess,Chess.com,2023.01.04,-,MagnusCarlsen,BuLolo,0-1,1r6/1P6/4k3/3p4/4p3/8/3K4/8 w - -,UTC,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-2...g6,2023.01.04,21:33:00,3136,3015,180,BuLolo won by resignation,21:33:00,2023.01.04,21:39:22,https://www.chess.com/game/live/66606848655,e4 c5 Nc3 g6 h4 Nf6 e5 Nh5 g4 Nf4 h5 Nc6 Nf3 d6 d4 cxd4 Nxd4 dxe5 Nxc6 Qxd1+ Nxd1 bxc6 hxg6 fxg6 Ne3 Bg7 Bc4 Rb8 b3 e4 Rb1 h5 gxh5 Rxh5 Rg1 Kf8 Bd2 Bd7 Nf1 Nd5 Rxg6 Rh1 Ke2 e3 fxe3 Bf5 Rg2 Bxc2 Rc1 Be4 Rf2+ Bf6 Ng3 Rxc1 Bxc1 Bg6 Bxd5 cxd5 Bb2 Rb6 Rf4 Kf7 Bxf6 Rxf6 Ra4 a6 Nh1 Rc6 Nf2 e6 Kf3 Ke7 Kf4 Kd6 Ng4 Be8 Ne5 Rb6 Ra5 Bb5 b4 Rb8 a4 Rf8+ Kg3 Kxe5 axb5 axb5 Rxb5 Ke4 Rb6 e5 Re6 Rf5 b5 Kxe3 b6 Ke4 b7 Rg5+ Kf2 Rg8 Rb6 Rb8 Ke2 Kd4 Kd2 Kc5 Re6 e4 Re7 Kc6 Re6+ Kc5 Re5 Kd6 Re6+ Kxe6
Live Chess,Chess.com,2023.01.04,-,BuLolo,MagnusCarlsen,0-1,3r1bk1/R4ppp/8/1p6/1P3R2/5B1P/5PP1/1r4K1 w - -,UTC,C65,https://www.chess.com/openings/Ruy-Lopez-Opening-Berlin-Defense...8.Ba4-Re8-9.Nbd2-Bf8,2023.01.04,21:39:24,3010,3141,180,MagnusCarlsen won by resignation,21:39:24,2023.01.04,21:42:53,https://www.chess.com/game/live/66607352529,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 d3 d6 c3 O-O Nbd2 Re8 Re1 Bf8 h3 b5 Bc2 Ne7 a4 Bb7 b4 Ng6 Nb3 Rb8 axb5 axb5 Ra7 d5 Bg5 dxe4 dxe4 Qxd1 Bxd1 Nxe4 Rxb7 Nxg5 Rxc7 Ne6 Ra7 Rec8 Re3 Nef4 Nxe5 Nxe5 Rxe5 Rxc3 Rf5 Rd8 Bf3 Rxb3 Rxf4 Rb1+
Live Chess,Chess.com,2023.01.04,-,MagnusCarlsen,BuLolo,1-0,5r1k/7p/p2pqb1P/1p4Q1/3BB1b1/P7/1PP2R2/1K6 b - -,UTC,B90,https://www.chess.com/openings/Sicilian-Defense-Open-Najdorf-Adams-Attack...10.a3-Bb7-11.Be3-Nc6,2023.01.04,21:43:22,3146,3005,180,MagnusCarlsen won by resignation,21:43:22,2023.01.04,21:49:13,https://www.chess.com/game/live/66607799093,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 h3 e6 g4 Be7 g5 Nfd7 h4 b5 a3 Bb7 Be3 Nc6 Rg1 O-O h5 Rc8 f4 Nxd4 Qxd4 e5 Qd2 exf4 Bxf4 Ne5 Rg3 f5 O-O-O fxe4 h6 Nf3 Rxf3 exf3 Be3 gxh6 gxh6 Kh8 Bh3 Rc4 Be6 Rh4 Bd5 Bc8 Kb1 Bf6 Ne4 Rxe4 Bxe4 Bg4 Rg1 Qd7 Bd4 Qe6 Qf4 Rf7 Qg5 f2 Rf1 Rf8 Rxf2
Live Chess,Chess.com,2023.01.04,-,BuLolo,MagnusCarlsen,0-1,8/1P2R3/6pk/8/7p/6nP/6PK/7r w - -,UTC,B41,https://www.chess.com/openings/Sicilian-Defense-Kan-Maroczy-Bind-Formation...8.O-O-Bb7-9.Qd3-d6,2023.01.04,21:49:16,3000,3151,180,MagnusCarlsen won by checkmate,21:49:16,2023.01.04,21:54:58,https://www.chess.com/game/live/66607946879,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 c4 Qc7 Nc3 Nf6 Be2 b6 O-O Bb7 Qd3 d6 f4 Nbd7 b4 h5 Kh1 Be7 Be3 Rc8 Rac1 Qb8 a3 g6 Bf3 O-O h3 Qa8 Rce1 Rc7 Nxe6 fxe6 e5 Kh7 exd6 Bxf3 Rxf3 Bxd6 Qxd6 Rxc4 Bd4 Rf7 Rxe6 Ne8 Qd5 Qxd5 Nxd5 Rxd4 Nxb6 Nc7 Rc6 Nxb6 Rxb6 Rdxf4 Rxf4 Rxf4 Rb7 Rc4 a4 Kh6 b5 axb5 axb5 Nd5 Rd7 Rc5 Rb7 Rc2 Rd7 Nf4 b6 Rb2 b7 h4 Rf7 Kg5 Rd7 Rb1+ Kh2 Ne2 Re7 Ng3 Re5+ Kh6 Re7 Rh1#
Live Chess,Chess.com,2023.01.04,-,MagnusCarlsen,BuLolo,1/2-1/2,8/6R1/2k2Kp1/8/5prP/8/8/8 w - -,UTC,B33,https://www.chess.com/openings/Sicilian-Defense-Open-Pelikan-and-Sveshnikov-Chelyabinsk-Variation...12.Nc2-a5-13.Be2-O-O-14.O-O,2023.01.04,21:54:56,3148,3003,180,Game drawn by agreement,21:54:56,2023.01.04,22:01:03,https://www.chess.com/game/live/66608439465,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 Nd5 Be7 Bxf6 Bxf6 c4 b4 Nc2 O-O Be2 a5 O-O Rb8 Qd3 g6 Rfd1 Bg7 Bf3 Rb7 Nde3 Qb6 Bg4 Bxg4 Nxg4 Nd4 Nge3 Rc8 Nd5 Qd8 Nxd4 exd4 b3 h5 Rd2 Qd7 f4 Re8 Re1 a4 Rde2 axb3 axb3 Ra7 e5 dxe5 fxe5 Ra3 Qxd4 Qf5 Qb2 Ra5 h3 Qg5 Qd4 Ra3 Qb2 Qg3 Re3 Rxe5 Rxe5 Qxe1+ Rxe1 Bxb2 Rb1 Bc3 Kf2 Ra2+ Kf3 f5 Nxc3 bxc3 Rc1 c2 Ke3 Rb2 Kd4 Rxb3 Rxc2 Kf7 c5 Ke7 c6 Kd8 Ke5 h4 Rc4 Rg3 Rxh4 Kc7 Rh7+ Kxc6 h4 Rxg2 Rg7 Rg4 Kf6 f4
Live Chess,Chess.com,2023.01.04,-,SpeedofLight0,MagnusCarlsen,1/2-1/2,8/8/8/5k2/8/5K2/8/8 w - -,UTC,B12,https://www.chess.com/openings/Caro-Kann-Defense-Advance-Short-Variation-with-4-Nf3...6.O-O-Ne7-7.Nbd2-h6-8.Nb3,2023.01.04,22:05:20,3010,3145,180,Game drawn by insufficient material,22:05:20,2023.01.04,22:11:35,https://www.chess.com/game/live/66609050931,e4 c6 d4 d5 e5 Bf5 Nf3 e6 Be2 h6 O-O Ne7 Nbd2 Nd7 Nb3 Nc8 a4 Ncb6 a5 Nc4 Bd3 Be7 Bxf5 exf5 Qd3 g6 Re1 Nf8 Nc5 Bxc5 dxc5 Ne6 Qc3 b6 axb6 axb6 Rxa8 Qxa8 b3 Qa5 Qxa5 Nxa5 cxb6 Kd7 Rd1 Rb8 Bxh6 Rxb6 h4 Nb7 c4 Rxb3 cxd5 cxd5 Rxd5+ Kc6 Rd1 Nbc5 Be3 Nd3 g3 Kd5 Ne1 Ke4 Kg2 Nxe1+ Rxe1 Kxe5 Bg5+ Kd5 Bf6 Rd3 Ra1 Nc5 Ra7 Ne4 Bg5 f6 Be3 Ke6 Ra6+ Rd6 Ra7 Rd7 Ra6+ Kf7 Kf3 Nc3 Ra5 Nd5 Bc5 Nc7 Be3 Ne6 h5 gxh5 Rxf5 Kg6 Ra5 Ng7 Ra6 Nf5 Bf4 Nd4+ Kg2 Rd5 Be3 Nf5 Bf4 Rd4 Bc1 Rd6 Ra5 Rc6 Bd2 Rc2 Bf4 h4 g4 Nd4 Be3 Ne6 Kh3 Ng5+ Kxh4 Ne4 Rf5 Rc4 Kh3 Rc3 Rf4 Nxf2+ Kg2 Rxe3 Rxf2 Re5 Rf4 Kg5 Kg3 Re3+ Rf3 Rxf3+ Kxf3 f5 gxf5 Kxf5
Live Chess,Chess.com,2023.01.04,-,MagnusCarlsen,SpeedofLight0,1-0,rnbq1rk1/5ppp/4pn2/pp6/1BpP4/4PNP1/1P3PBP/RN1Q1RK1 b - -,UTC,E04,https://www.chess.com/openings/Catalan-Opening-Closed...6.Bd2-a5-7.O-O-O-O,2023.01.04,22:11:38,3150,2996,180,MagnusCarlsen won by resignation,22:11:38,2023.01.04,22:12:21,https://www.chess.com/game/live/66609200281,d4 Nf6 c4 e6 Nf3 d5 g3 dxc4 Bg2 Bb4+ Bd2 a5 O-O O-O e3 b5 a4 c6 axb5 cxb5 Bxb4
Live Chess,Chess.com,2023.01.04,-,SpeedofLight0,MagnusCarlsen,1-0,k1n1r3/p2q2p1/PrB2p1p/3p1b2/3P1B1P/2Q2PP1/2P5/1R4K1 b - -,UTC,B01,https://www.chess.com/openings/Scandinavian-Defense-Mieses-Kotrc-Main-Line-4.d4-c6-5.Nf3-Bf5,2023.01.04,22:12:16,3027,3139,180,SpeedofLight0 won by resignation,22:12:16,2023.01.04,22:17:55,https://www.chess.com/game/live/66609218429,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 c6 Nf3 Bf5 Ne5 Nd7 Nc4 Qc7 g3 Ngf6 Bf4 Qd8 Qe2 e6 Nd6+ Bxd6 Bxd6 Nb6 Bc5 Nbd5 Bg2 Qa5 O-O O-O-O b4 Nxb4 Rab1 Nbd5 Nxd5 exd5 Rb3 Rhe8 Qf3 Bg4 Qf4 Qc7 Qg5 b6 Ba3 Re6 Bc1 Rg8 f3 h6 Qd2 Bf5 Qc3 Rge8 Bf4 Qe7 a4 Kb7 a5 b5 a6+ Ka8 h4 Qd7 Be5 Ng8 Rfb1 f6 Bf4 Ne7 Bf1 Nc8 Rxb5 cxb5 Bxb5 Rb6 Bc6+
Live Chess,Chess.com,2023.01.04,-,MagnusCarlsen,SpeedofLight0,1-0,r6r/pbBP4/k1p4p/7q/1RpP4/2P3P1/P1Q2PBP/6K1 b - -,UTC,D43,https://www.chess.com/openings/Semi-Slav-Defense...8.e4-Bb7-9.e5-Nd5-10.Ng5,2023.01.04,22:17:58,3145,3013,180,MagnusCarlsen won by resignation,22:17:58,2023.01.04,22:22:38,https://www.chess.com/game/live/66609711479,d4 Nf6 Nf3 d5 c4 e6 Nc3 c6 g3 dxc4 Bg2 Nbd7 O-O b5 e4 Bb7 e5 Nd5 Ng5 h6 Qh5 g6 Qh3 Qb6 Nxe6 fxe6 Qxe6+ Kd8 Rd1 Kc7 Qf7 Kc8 Bh3 Qd8 e6 Nxc3 exd7+ Kc7 Bf4+ Kb6 bxc3 Ba3 Rab1 Ka6 Qxg6 Qa5 Bg2 Kb6 Rxb5+ Qxb5 Rb1 Bb2 Qc2 Ka6 Rxb2 Qa5 Rb4 Qh5 Bc7
Live Chess,Chess.com,2023.01.04,-,SpeedofLight0,MagnusCarlsen,0-1,4Q3/kr4b1/8/1p3P2/2qP2PP/1Np2b2/p1n5/K1BR4 w - -,UTC,B06,https://www.chess.com/openings/Modern-Defense-Standard-Line...5.Qd2-b5-6.h4-h5,2023.01.04,22:22:33,3001,3150,180,MagnusCarlsen won by resignation,22:22:33,2023.01.04,22:28:21,https://www.chess.com/game/live/66609823441,e4 g6 d4 Bg7 Nc3 d6 Be3 a6 h4 h5 Qd2 b5 O-O-O Nf6 f3 Bb7 Nh3 Nbd7 Ng5 e6 Kb1 Qe7 Qf2 Nb6 Bd3 Nfd7 Ne2 c5 e5 c4 exd6 Qxd6 Be4 Nd5 Nf4 N7f6 Bc1 c3 b3 a5 Nfxe6 fxe6 Bxg6+ Kd7 Nf7 Qe7 Rhe1 Rhf8 Ng5 Ra6 Qe2 Rb6 f4 a4 f5 axb3 Nxe6 bxa2+ Ka1 Qb4 Nc5+ Kc8 Nb3 Kb8 Bxh5 Ka7 Bf3 Re8 Qd3 Qc4 Rxe8 Nxe8 g4 Nb4 Qe2 Bxf3 Qe7+ Rb7 Qxe8 Nxc2+
Live Chess,Chess.com,2023.01.04,-,MagnusCarlsen,SpeedofLight0,1-0,8/6pp/8/1p6/2kN4/4P1KP/6P1/8 b - -,UTC,D37,https://www.chess.com/openings/Queens-Gambit-Declined-Three-Knights-Harrwitz-Attack-5...O-O,2023.01.04,22:28:17,3155,2990,180,MagnusCarlsen won by resignation,22:28:17,2023.01.04,22:32:24,https://www.chess.com/game/live/66610318411,d4 Nf6 c4 e6 Nf3 d5 Nc3 Be7 Bf4 O-O Qc2 Nbd7 Rd1 a6 cxd5 exd5 e3 Re8 Bd3 c6 O-O Nf8 h3 Ng6 Bh2 Bd6 Bxd6 Qxd6 Rfe1 Be6 Rb1 a5 a3 Re7 b4 axb4 axb4 b5 Rec1 Rea7 Ne2 Bd7 Qc5 Qxc5 Rxc5 Ra1 Rxa1 Rxa1+ Rc1 Ra4 Ne5 Nxe5 dxe5 Ne4 Bxe4 dxe4 Rd1 Be8 Rd4 Ra1+ Kh2 Ra2 Nc3 Rxf2 Rd8 Kf8 Nxe4 Rf5 Rxe8+ Kxe8 Nd6+ Ke7 Nxf5+ Ke6 Nd4+ Kd5 Kg3 c5 bxc5 Kxc5 e6 fxe6 Nxe6+ Kc4 Nd4
Live Chess,Chess.com,2023.01.04,-,SpeedofLight0,MagnusCarlsen,1-0,r3r1k1/pp3p2/2nqbBp1/2p2p2/3b3Q/1B1P3R/PPP3PP/R6K b - -,UTC,B23,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Schofman-Variation-6...Nge7,2023.01.04,22:32:30,3016,3144,180,SpeedofLight0 won by resignation,22:32:30,2023.01.04,22:36:04,https://www.chess.com/game/live/66610414659,e4 c5 Nc3 Nc6 f4 g6 Nf3 Bg7 Bc4 e6 f5 Nge7 d3 d5 Bb3 dxe4 Nxe4 exf5 Neg5 O-O O-O h6 Qe1 Nd4 Nxd4 Bxd4+ Kh1 hxg5 Bxg5 Re8 Rf3 Qd6 Rh3 Be6 Qh4 Nc6 Bf6
Live Chess,Chess.com,2023.01.04,-,MagnusCarlsen,SpeedofLight0,1-0,1rb5/R5kp/1n4p1/1P1p1p2/2pP4/2N1PPP1/1PNK3P/8 b - -,UTC,E04,https://www.chess.com/openings/Catalan-Opening-Closed...6.Bd2-a5-7.O-O-O-O,2023.01.04,22:36:04,3149,3005,180,MagnusCarlsen won by resignation,22:36:04,2023.01.04,22:39:28,https://www.chess.com/game/live/66610863851,d4 Nf6 c4 e6 g3 d5 Bg2 dxc4 Nf3 Bb4+ Bd2 a5 O-O O-O e3 b5 a4 c6 axb5 Bb7 Ne5 Nd5 Bxb4 axb4 Rxa8 Bxa8 Qa4 Nd7 Nxc6 Qc7 Bxd5 exd5 Nxb4 Nb6 Qa5 Bb7 Nc3 Ra8 Na6 Qd6 Qb4 Qxb4 Nxb4 f5 f3 Re8 Kf2 Ra8 Ke2 g6 Kd2 Kg7 Nc2 Bc8 Ra1 Rb8 Ra7+
Live Chess,Chess.com,2023.01.04,-,SpeedofLight0,MagnusCarlsen,0-1,6k1/5p1p/4p1p1/4P3/8/B5P1/5PK1/3r4 w - -,UTC,C02,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Milner-Barry-Gambit...9.Nxd4-Qxd4-10.Nc3-a6,2023.01.04,22:39:24,2995,3154,180,MagnusCarlsen won by resignation,22:39:24,2023.01.04,22:45:05,https://www.chess.com/game/live/66610941913,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Bd7 Bd3 cxd4 cxd4 Qb6 O-O Nxd4 Nxd4 Qxd4 Nc3 a6 Re1 Ne7 Be3 Qb4 a3 Qa5 b4 Qd8 b5 Ng6 bxa6 bxa6 Bd4 Be7 g3 O-O h4 Re8 h5 Nf8 h6 g6 Na4 Bxa4 Qxa4 Bg5 Rab1 Bxh6 Rb7 Re7 Reb1 Qe8 Qa5 Rxb7 Rxb7 Bg5 Bxa6 Qc6 Rb6 Qc1+ Kg2 Bd8 Qb5 Bxb6 Qxb6 Qxa3 Be2 Nd7 Qc7 Qa4 Be3 d4 Bh6 d3 Bf3 Qa7 Qd6 Rc8 Bc6 Nf8 Be4 Qd7 Bxf8 Qxd6 Bxd6 d2 Bf3 Rc1 Ba3 d1=Q Bxd1 Rxd1
